Latitude,Longitude,typeofdata
37.3285089,-121.9076526,police
37.3669828,-121.9002972,police
37.3637951,-121.8801383,police
37.2318381,-121.7634895,police
37.3162818,-121.9149352,police
37.3290061,-121.905495,police
37.3141943,-121.9302851,police
37.354664,-121.8339556,police
37.3314372,-121.8554503,police
37.3483204,-121.9060533,police
37.3424699,-121.9109391,police
37.2318381,-121.7634895,police
37.3459402,-121.8517935,police
37.2742077,-121.8609294,police
37.3401016,-121.8817653,police
37.3223091,-121.8258528,police
37.3323427,-121.8537043,police
37.3487009,-121.8767435,police
37.3721093,-121.8774827,police
37.363516,-121.829,police
37.2514252,-121.8127663,police
37.3973855,-121.8368511,police
37.3343072,-121.889236,police
37.3405843,-121.8937775,police
37.3538495,-121.9032625,police
37.30486459999999,-121.8713583,police
37.2500107,-121.8684881,police
37.3514936,-121.8261463,police
37.3270185,-121.8372594,police
37.2875638,-121.8447633,police
37.3337724,-121.8036734,police
37.3237209,-121.8736499,police
37.3328839,-121.8525472,police
37.2578331,-121.8830027,police
37.3691347,-121.8053608,police
37.3542814,-121.8219237,police
37.3904713,-121.9153364,police
37.2753815,-121.8704606,police
37.2523115,-121.8442798,police
37.33874,-121.8852525,police
37.3451867,-121.8716238,police
37.3219295,-121.8780324,police
37.3036065,-121.8610849,police
37.3314372,-121.8554503,police
37.3411205,-121.8294691,police
37.3201809,-121.8977054,police
37.3396264,-121.8916955,police
37.3464256,-121.8048956,police
37.3758601,-121.8646445,police
37.3232538,-121.9089752,police
37.3232538,-121.9089752,police
37.3450794,-121.8843185,police
37.3232962,-121.9553939,police
37.3310307,-121.7826412,police
37.2656184,-121.8503018,police
37.321626,-121.9200462,police
37.3240078,-121.8686358,police
37.2513566,-121.8218282,police
37.3650701,-121.8719353,police
37.35543639999999,-121.8274157,police
37.344683,-121.8940545,police
37.3371625,-121.89333,police
37.33874,-121.8852525,police
37.3353116,-121.8871071,police
37.3055892,-121.8715456,police
37.3136687,-121.8176107,police
37.3699001,-121.8749841,police
37.3153525,-121.8979808,police
37.3708758,-121.9156123,police
37.3380093,-121.8950549,police
37.2923401,-121.8801827,police
37.36124230000001,-121.8111702,police
37.3353765,-121.91653,police
37.33874,-121.8852525,police
37.3387069,-121.8852586,police
37.2772305,-121.8338352,police
37.339056,-121.8838877,police
37.3890026,-121.8327871,police
37.3888361,-121.8356627,police
37.3207515,-121.8762491,police
37.25704770000001,-121.870574,police
37.27511430000001,-121.8400636,police
37.3398236,-121.8431484,police
37.3145979,-121.7909374,police
37.3229076,-121.8248007,police
37.3190243,-121.8999979,police
37.370983,-121.8723198,police
37.3190982,-121.8119335,police
37.3510302,-121.8587295,police
37.321166,-121.8866329,police
37.3142912,-121.8932892,police
37.401817,-121.9400252,police
37.3708391,-121.8707737,police
37.3601986,-121.8577925,police
37.3411499,-121.8183374,police
37.4009594,-121.866949,police
37.3015517,-121.9498768,police
37.2588693,-121.826671,police
37.3496688,-121.812633,police
37.21099350000001,-121.875211,police
37.3035169,-121.979494,police
37.2755216,-121.8392952,police
37.3322051,-121.8526174,police
37.3158903,-121.9758611,police
37.3667757,-121.8264857,police
37.3203724,-121.8289935,police
37.3427467,-121.8069513,police
37.33874,-121.8852525,police
37.3324636,-121.8849824,police
37.2484226,-121.8041127,police
37.21099350000001,-121.875211,police
37.3571154,-121.84595,police
37.3565306,-121.8189948,police
37.3133815,-121.7961819,police
37.2944286,-121.915828,police
37.3172149,-121.9715072,police
37.3398236,-121.8431484,police
37.3224422,-121.9642745,police
37.3176089,-121.8812416,police
37.33874,-121.8852525,police
37.3483204,-121.9060533,police
37.306255,-121.94966,police
37.3042087,-121.9104961,police
37.3989767,-121.8751045,police
37.3545365,-121.85175,police
37.33125649999999,-121.9117177,police
37.3731329,-121.8738443,police
37.2607452,-121.8842968,police
37.3877017,-121.8817201,police
37.3658007,-121.8280016,police
37.3529943,-121.8419887,police
37.3081371,-121.9776122,police
37.3155461,-121.826327,police
37.350821,-121.7993419,police
37.2730239,-121.8386307,police
37.3236242,-121.8466091,police
37.4164272,-121.9559265,police
37.2744849,-121.9236657,police
37.3413198,-121.8689546,police
37.2193216,-121.8746886,police
37.3586488,-121.8097007,police
37.2751829,-121.836318,police
37.3244026,-121.9007745,police
37.3650513,-121.8257406,police
37.2769931,-121.8420742,police
37.3104888,-121.9769717,police
37.3240382,-121.8251519,police
37.3290076,-121.9180874,police
37.2613752,-121.9211332,police
37.351123,-121.8233277,police
37.3244026,-121.9007745,police
37.2897402,-121.8269968,police
37.3837587,-121.8922,police
37.3421131,-121.8304268,police
37.2794588,-121.8199023,police
37.3380473,-121.9290096,police
37.3984597,-121.9363015,police
37.2936942,-121.8776854,police
37.3550086,-121.8877641,police
37.3100898,-121.8351532,police
37.28776330000001,-121.827842,police
37.3229076,-121.8248007,police
37.3115649,-121.9499873,police
37.3233615,-121.9276484,police
37.2377174,-121.9157721,police
37.318617,-121.9168647,police
37.2930399,-122.0009133,police
37.3114046,-121.9772458,police
37.3232322,-121.8668138,police
37.3350847,-121.8928861,police
37.3172667,-121.9268029,police
37.3141508,-121.9109325,police
37.3442559,-121.913007,police
37.2605706,-121.9182478,police
37.3320979,-121.9743048,police
37.3264001,-121.8426879,police
37.2542471,-121.8755792,police
37.38681649999999,-121.8890348,police
37.3230842,-121.93643,police
37.2769931,-121.8420742,police
37.3227215,-121.8719389,police
37.2468005,-121.8038797,police
37.3363664,-121.8949042,police
37.3233014,-121.9458487,police
37.2599572,-121.9177991,police
37.334804,-121.7801952,police
37.40855579999999,-121.9376738,police
37.2383571,-121.8013392,police
37.3797853,-121.8674895,police
37.3560398,-121.8638599,police
37.3411982,-121.8800121,police
37.2193216,-121.8746886,police
37.2841107,-121.8183494,police
37.3751135,-121.8356205,police
37.259021,-121.8761074,police
37.2532693,-121.790739,police
37.2844686,-121.8249755,police
37.3156458,-121.9793064,police
37.3189328,-121.8822276,police
37.3203408,-121.8779398,police
37.3223091,-121.8258528,police
37.3440503,-121.8648665,police
37.33874,-121.8852525,police
37.3513141,-121.794965,police
37.303105,-121.8071665,police
37.295083,-121.8414604,police
37.3400002,-121.8215711,police
37.3193562,-121.8265532,police
37.3777481,-121.8806009,police
37.3354705,-121.8920764,police
37.3411991,-121.8842628,police
37.4103775,-121.8763582,police
37.3218344,-121.9316881,police
37.2896891,-121.9906142,police
37.350119,-121.8980788,police
37.2508801,-121.9172611,police
37.3306535,-121.828295,police
37.3237209,-121.8736499,police
37.3890664,-121.8462581,police
37.2930818,-121.8746266,police
37.2636373,-121.9311439,police
37.3002965,-121.8209328,police
37.3017434,-121.8857082,police
37.2601405,-121.8546755,police
37.3137745,-121.8652628,police
37.3256289,-121.8139115,police
37.3238345,-121.808336,police
37.33874,-121.8852525,police
37.3010845,-121.9255001,police
37.3882654,-121.8619666,police
37.3752989,-121.9361379,police
37.254009,-121.8168151,police
37.3232314,-121.8668113,police
37.2369197,-121.8039648,police
37.2818555,-121.8321422,police
37.3455722,-121.8832829,police
37.3337725,-121.8781156,police
37.3455722,-121.8832829,police
37.3304972,-121.8222022,police
37.3397021,-121.8647864,police
37.259023,-121.8756033,police
37.3290808,-121.8564595,police
37.34182819999999,-121.8172976,police
37.37307759999999,-121.8935269,police
37.3423522,-121.8236774,police
37.3479281,-121.8452908,police
37.367204,-121.8103923,police
37.3231761,-121.9641972,police
37.4236079,-121.9604531,police
37.3657253,-121.8276758,police
37.2383761,-121.8509518,police
37.3216182,-121.9455382,police
37.3483204,-121.9060533,police
37.3061654,-121.8349323,police
37.2910171,-121.8460683,police
37.268656,-121.7370088,police
37.3849948,-121.8484302,police
37.3253328,-121.9267035,police
37.3250724,-121.87946,police
37.3301517,-121.8639577,police
37.3275892,-121.8827739,police
37.3216182,-121.9455382,police
37.2822671,-121.7443405,police
37.3374392,-121.8786243,police
37.3140733,-121.8698776,police
37.3751135,-121.8356205,police
37.318438,-121.8234712,police
37.3071661,-121.8109803,police
37.3233014,-121.9458487,police
37.3495057,-121.8600793,police
37.3330462,-121.8796389,police
37.3539397,-121.822478,police
37.3376842,-121.8859744,police
37.323499,-121.9249425,police
37.3204839,-121.9502592,police
37.2369394,-121.8010954,police
37.30967589999999,-121.7910474,police
37.304072,-121.8806945,police
37.3278865,-121.906342,police
37.352911,-121.8555667,police
37.3374624,-121.8960915,police
37.3229459,-121.9118883,police
37.2704695,-121.9879082,police
37.3193691,-121.8787717,police
37.3918118,-121.8897353,police
37.3176397,-121.8388546,police
37.3525873,-121.8243465,police
37.30819,-121.8778169,police
37.3483772,-121.8108918,police
37.2434256,-121.9312795,police
37.2806088,-121.9837991,police
37.3237872,-121.808565,police
37.2944441,-121.913615,police
37.33874,-121.8852525,police
37.2839673,-121.8340039,police
37.2701926,-121.9078037,police
37.3251617,-121.8868572,police
37.2261044,-121.9060598,police
37.3571519,-121.8893593,police
37.2735405,-121.8856774,police
37.33874,-121.8852525,police
37.2725611,-121.9329571,police
37.3309114,-121.8885436,police
37.3611188,-121.8458655,police
37.2836573,-121.8358911,police
37.3055892,-121.8715456,police
37.3708758,-121.9156123,police
37.3251617,-121.8868572,police
37.2559946,-121.9084956,police
37.397256,-121.924213,police
37.3429752,-121.866579,police
37.3082995,-121.9006953,police
37.3323427,-121.8537043,police
37.2978196,-121.8894151,police
37.2368265,-121.8306876,police
37.3055892,-121.8715456,police
37.2500107,-121.8684881,police
37.3571519,-121.8893593,police
37.3227945,-121.8677294,police
37.336316,-121.959572,police
37.3146396,-121.8720604,police
37.3095592,-122.0121657,police
37.2923522,-121.8310265,police
37.2761957,-121.8419236,police
37.3626725,-121.8538177,police
37.326652,-121.8062615,police
37.33874,-121.8852525,police
37.3270492,-121.8480503,police
37.3142487,-121.81816,police
37.3555365,-121.840746,police
37.2921062,-121.8133087,police
37.3742324,-121.8803648,police
37.2990064,-121.9231853,police
37.2755975,-121.8370124,police
37.3483962,-121.8642683,police
37.2959761,-121.8358534,police
37.2841279,-121.8412374,police
37.3480109,-121.8564497,police
37.3256289,-121.8139115,police
37.3210226,-121.8786243,police
37.2724914,-121.8289094,police
37.36337779999999,-121.9065941,police
37.3084506,-121.9673167,police
37.3013687,-121.9257929,police
37.3233014,-121.9458487,police
37.3396876,-121.8874469,police
37.3090156,-121.8875939,police
37.33874,-121.8852525,police
37.35875120000001,-121.8149349,police
37.3131979,-121.9526149,police
37.3380786,-121.8412649,police
37.3181782,-121.8068863,police
37.3895024,-121.8508196,police
37.3324877,-121.7915604,police
37.33874,-121.8852525,police
37.3719305,-121.8807092,police
37.3545199,-121.8429446,police
37.3522918,-121.8289117,police
37.3382177,-121.8454702,police
37.3679569,-121.880655,police
37.4170454,-121.8606465,police
37.3835503,-121.9100214,police
37.306531,-121.8566019,police
37.3669828,-121.9002972,police
37.2500107,-121.8684881,police
37.311152,-121.8958428,police
37.2805103,-121.88876,police
37.32517440000001,-121.866688,police
37.2577643,-121.875982,police
37.3256289,-121.8139115,police
37.3509825,-121.8268977,police
37.2984412,-121.8227918,police
37.3194066,-121.9083284,police
37.3751105,-121.9351037,police
37.2403085,-121.8039568,police
37.3016452,-121.8596844,police
37.3195983,-121.8209565,police
37.274893,-121.8805034,police
37.32608159999999,-121.8773294,police
37.2439258,-121.8170534,police
37.3070424,-121.8108472,police
37.326017,-121.8259523,police
37.3166831,-121.9696969,police
37.2905395,-121.8849257,police
37.2353848,-121.7774953,police
37.3499206,-121.8862703,police
37.3814034,-121.8771011,police
37.3410746,-121.907839,police
37.2994978,-122.0323742,police
37.32313860000001,-121.9341339,police
37.3591457,-121.842401,police
37.25704870000001,-121.7893718,police
37.2744911,-121.8303308,police
37.3489634,-121.8218227,police
37.434236,-121.9683868,police
37.33874,-121.8852525,police
37.2589281,-121.8102193,police
37.3826816,-121.8959423,police
37.3028108,-121.88066,police
37.3039736,-121.8420948,police
37.3172149,-121.9715072,police
37.3112222,-121.7923482,police
37.292772,-121.893691,police
37.3465353,-121.8614026,police
37.3142646,-121.8269057,police
37.2534734,-121.8754995,police
37.3230965,-121.9882737,police
37.27150839999999,-121.8490478,police
37.3716308,-121.8328674,police
37.3716308,-121.8328674,police
37.3565306,-121.8189948,police
37.35840460000001,-121.8429618,police
37.3371695,-121.8884978,police
37.32245229999999,-121.825999,police
37.4035854,-121.926276,police
37.3256289,-121.8139115,police
37.336049,-121.8445595,police
37.2623651,-121.813398,police
37.2975912,-121.8332716,police
37.2744939,-121.8499425,police
37.3398236,-121.8431484,police
37.3423767,-121.9108664,police
37.3647389,-121.8916795,police
37.3191,-121.876028,police
37.3463511,-121.9151211,police
37.2744479,-121.8689744,police
37.3226316,-121.9843068,police
37.3205386,-121.8005677,police
37.2971187,-121.8817261,police
37.2396864,-121.8543153,police
37.3049508,-121.849543,police
37.3326476,-121.8536595,police
37.3331114,-121.8753947,police
37.3133217,-121.8779571,police
37.3571541,-121.8621236,police
37.3702414,-121.8429942,police
37.2616881,-121.9314042,police
37.3109912,-121.8883074,police
37.3237209,-121.8736499,police
37.2879145,-121.8364788,police
37.3459847,-121.8340251,police
37.3104828,-121.8876708,police
37.3249759,-121.7968991,police
37.3650099,-121.9119513,police
37.3544455,-121.862291,police
37.3724393,-121.8450326,police
37.2938201,-121.9766529,police
37.3455722,-121.8832829,police
37.2509042,-121.8754824,police
37.3647389,-121.8916795,police
37.3622623,-121.8354114,police
37.2509042,-121.8754824,police
37.3320467,-121.8262382,police
37.2537671,-121.8218938,police
37.2772305,-121.8338352,police
37.2616881,-121.9314042,police
37.312276,-122.032187,police
37.30177820000001,-121.8724885,police
37.3203556,-121.8797649,police
37.2666182,-121.8269674,police
37.3654834,-121.8677994,police
37.393588,-121.9195142,police
37.3227215,-121.8719389,police
37.2887484,-121.8334273,police
37.2743432,-121.8603926,police
37.3469442,-121.8326035,police
37.3464256,-121.8048956,police
37.2607025,-121.8853447,police
37.3511745,-121.8590953,police
37.3518742,-121.9226786,police
37.3106473,-121.915664,police
37.3526786,-121.8115607,police
37.33874,-121.8852525,police
37.35034760000001,-121.8538746,police
37.36645,-121.8469109,police
37.3702414,-121.8429942,police
37.261565,-121.8024593,police
37.36645,-121.8469109,police
37.40779029999999,-121.9388981,police
37.3330685,-121.8839861,police
37.4162663,-121.9581883,police
37.3643079,-121.8410625,police
37.36645,-121.8469109,police
37.3124813,-121.8516799,police
37.3282589,-121.8388185,police
37.2613752,-121.9211332,police
37.2651603,-121.8926659,police
37.2501732,-121.8469374,police
37.3293716,-121.8906066,police
37.3687653,-121.8072112,police
37.3401197,-121.8197734,police
37.2500107,-121.8684881,police
37.3397087,-121.8647764,police
37.3596765,-121.9023473,police
37.3729053,-121.8572528,police
37.36974,-121.8524341,police
37.3708758,-121.9156123,police
37.3869245,-121.8400944,police
37.3417047,-121.9514575,police
37.3561899,-121.8191132,police
37.26343680000001,-121.8051274,police
37.2778621,-121.8717615,police
37.2531614,-121.8309511,police
37.3658007,-121.8280016,police
37.3610174,-121.8379918,police
37.37379689999999,-121.8760375,police
37.3858658,-121.852833,police
37.3730307,-121.8561693,police
37.3872458,-121.8513674,police
37.2430405,-121.8530134,police
37.3583058,-121.8159845,police
37.3083032,-121.8760799,police
37.34833709999999,-121.8351037,police
37.357547,-121.8409023,police
37.3300412,-121.8442101,police
37.2949845,-121.8336002,police
37.3158903,-121.9758611,police
37.3372961,-121.8652524,police
37.3579051,-121.8938847,police
37.3183569,-121.8832314,police
37.2830006,-121.8308129,police
37.3396264,-121.8916955,police
37.3341082,-121.9004775,police
37.3786641,-121.9110472,police
37.3524975,-121.8808379,police
37.32517440000001,-121.866688,police
37.2678837,-121.904653,police
37.3559158,-121.8492719,police
37.2994977,-122.0323837,police
37.3488601,-121.9301447,police
37.3800127,-121.9092419,police
37.3233846,-121.9205299,police
37.2673344,-121.9192877,police
37.2939958,-121.8430367,police
37.3679569,-121.880655,police
37.3323427,-121.8537043,police
37.2951043,-121.8913911,police
37.28776330000001,-121.827842,police
37.2743432,-121.8603926,police
37.3159466,-121.9760342,police
37.2873991,-121.8329482,police
37.3231212,-121.9505189,police
37.3595368,-121.8332255,police
37.3686558,-121.9281106,police
37.295011,-121.8640155,police
37.2500107,-121.8684881,police
37.3017324,-121.8639248,police
37.3816764,-121.8267581,police
37.3244654,-121.845285,police
37.2938201,-121.9766529,police
37.3531729,-121.8504389,police
37.3619674,-121.8403491,police
37.3563441,-121.8159556,police
37.3216273,-121.8856599,police
37.3202789,-121.8731086,police
37.3319186,-121.9038853,police
37.3270954,-121.8751891,police
37.3216291,-121.8619615,police
37.3470113,-121.8677625,police
37.370378,-121.8420838,police
37.3575964,-121.8884264,police
37.3036065,-121.8610849,police
37.3118036,-121.8631173,police
37.2577643,-121.875982,police
37.2839447,-121.8358902,police
37.31865,-121.9155339,police
37.3398996,-121.8430375,police
37.2825401,-121.8271632,police
37.3233846,-121.9205299,police
37.2478403,-121.9303264,police
37.2591428,-121.9050908,police
37.3201809,-121.8977054,police
37.35163319999999,-121.894901,police
37.3724393,-121.8450326,police
37.3525873,-121.8243465,police
37.27281929999999,-121.8884153,police
37.3755824,-121.9193405,police
37.3398996,-121.8430375,police
37.3889364,-121.8576418,police
37.3296299,-121.8579831,police
37.3233014,-121.9458487,police
37.3204839,-121.9502592,police
37.2110016,-121.8408233,police
37.36414449999999,-121.8915837,police
37.2478933,-121.8126399,police
37.3826498,-121.895693,police
37.2355999,-121.8096764,police
37.3271811,-121.9406254,police
37.3587191,-121.8346818,police
37.2755824,-121.8771465,police
37.3675749,-121.9269247,police
37.346794,-121.8765905,police
37.2503698,-121.8467557,police
37.3155485,-121.8367937,police
37.3483204,-121.9060533,police
37.3483204,-121.9060533,police
37.2987862,-121.8661343,police
37.343723,-121.8376462,police
37.2758978,-121.8944586,police
37.3847964,-121.8362473,police
37.3537966,-121.8303229,police
37.3537966,-121.8303229,police
37.2758978,-121.8944586,police
37.3618476,-121.8279853,police
37.3038445,-121.9225552,police
37.3539397,-121.822478,police
37.3384987,-121.8336976,police
37.2420572,-121.8397248,police
37.3708758,-121.9156123,police
37.30135,-121.8247778,police
37.278726,-121.8431425,police
37.2260531,-121.7791647,police
37.3237872,-121.808565,police
37.2937722,-121.9864892,police
37.3418907,-121.9214238,police
37.3220976,-121.8494776,police
37.3610171,-121.8379916,police
37.3547716,-121.8647887,police
37.2483727,-121.8030736,police
37.33874,-121.8852525,police
37.33874,-121.8852525,police
37.3724393,-121.8450326,police
37.2530292,-121.7999415,police
37.33874,-121.8852525,police
37.3616726,-121.8897483,police
37.259023,-121.8756033,police
37.355172,-121.887699,police
37.3175825,-121.9433192,police
37.2918144,-121.9942394,police
37.3070424,-121.8108472,police
37.3076946,-121.8014434,police
37.3033258,-121.8110713,police
37.3379929,-121.8673118,police
37.2426254,-121.8963834,police
37.3441132,-121.8363005,police
37.3596604,-121.8277559,police
37.332674,-121.8124877,police
37.3296299,-121.8579831,police
37.2551099,-121.839541,police
37.3296299,-121.8579831,police
37.2564065,-121.8146295,police
37.3755824,-121.9193405,police
37.3227215,-121.8719389,police
37.33874,-121.8852525,police
37.3675749,-121.9269247,police
37.2015332,-121.8360689,police
37.2993845,-121.8034989,police
37.2717022,-121.8953476,police
37.3233014,-121.9458487,police
37.3075786,-121.9313066,police
37.3398996,-121.8430375,police
37.2392931,-121.795911,police
37.3128111,-121.8790983,police
37.3005237,-121.8166151,police
37.3866988,-121.8605132,police
37.3097801,-121.8743609,police
37.3013687,-121.9257929,police
37.2689697,-121.9201084,police
37.3296764,-121.8470629,police
37.3305423,-121.8849298,police
37.3374026,-121.9502147,police
37.3296402,-121.8398566,police
37.3344836,-121.8547984,police
37.29902,-121.9563262,police
37.2990966,-121.8435125,police
37.2755824,-121.8771465,police
37.3960018,-121.8306121,police
37.3340456,-121.8374177,police
37.2363591,-121.9036358,police
37.3070424,-121.8108472,police
37.367612,-121.9023254,police
37.3650701,-121.8719353,police
37.3115458,-121.9952667,police
37.3488776,-121.8631704,police
37.332674,-121.8124877,police
37.2572451,-121.8040713,police
37.3177847,-121.8838552,police
37.3363069,-121.839622,police
37.3107438,-121.9774453,police
37.3494663,-121.8255496,police
37.3703046,-121.8961826,police
37.314727,-121.9494315,police
37.2306441,-121.8220185,police
37.3608808,-121.8121757,police
37.3447442,-121.8725552,police
37.2988152,-121.9544758,police
37.3652376,-121.8500386,police
37.3711573,-121.8412855,police
37.3190487,-121.8814719,police
37.3184133,-121.8687178,police
37.3223091,-121.8258528,police
37.322657,-121.8159335,police
37.2927867,-121.8504365,police
37.3600596,-121.8576617,police
37.3489615,-121.7960785,police
37.36337779999999,-121.9065941,police
37.3059069,-121.8123463,police
37.3344309,-121.9093251,police
37.3140333,-121.7917223,police
37.3427368,-121.8575594,police
37.3713195,-121.9166775,police
37.3160062,-121.8772164,police
37.2511062,-121.9488904,police
37.3497997,-121.9478197,police
37.3379365,-121.9095927,police
37.3774301,-121.9252084,police
37.3534072,-121.8789883,police
37.3254142,-121.8212655,police
37.3679569,-121.880655,police
37.2636727,-121.9168271,police
37.3067763,-121.8998877,police
37.3745361,-121.9038045,police
37.3724393,-121.8450326,police
37.3341529,-121.8514326,police
37.3736685,-121.9097588,police
37.3000491,-121.8664524,police
37.3669041,-121.8518852,police
37.278726,-121.8431425,police
37.2707095,-121.852369,police
37.3233014,-121.9458487,police
37.3745361,-121.9038045,police
37.2872904,-121.882523,police
37.37104009999999,-121.8297573,police
37.3401197,-121.8197734,police
37.323535,-121.9174126,police
37.2534734,-121.8754995,police
37.3102238,-122.0318436,police
37.2766441,-121.8349618,police
37.3625125,-121.8651614,police
37.3071661,-121.8109803,police
37.3738927,-121.8730823,police
37.3134809,-121.878168,police
37.2987862,-121.8661343,police
37.3232832,-121.9434008,police
37.3377977,-121.8175797,police
37.2580179,-121.8803038,police
37.2966159,-121.8388063,police
37.3296299,-121.8579831,police
37.3764478,-121.8366296,police
37.3134809,-121.878168,police
37.2738326,-121.8519818,police
37.3235754,-121.9058823,police
37.3230802,-121.9472448,police
37.2542471,-121.8755792,police
37.3534419,-121.8716249,police
37.3534419,-121.8716249,police
37.2840524,-121.8257696,police
37.3534419,-121.8716249,police
37.3513058,-121.8541292,police
37.3398996,-121.8430375,police
37.27511430000001,-121.8400636,police
37.3650099,-121.9119513,police
37.3372074,-121.8943298,police
37.3510302,-121.8587295,police
37.334544,-121.8991387,police
37.3508195,-121.8143134,police
37.3383478,-121.8456037,police
37.3233014,-121.9458487,police
37.322727,-121.87193,police
37.3296299,-121.8579831,police
37.3295865,-121.8828273,police
37.4130034,-121.9557608,police
37.3470589,-121.8327162,police
37.35667180000001,-121.8401498,police
37.2984778,-121.9529336,police
37.3104577,-121.9283302,police
37.303278,-121.974155,police
37.236829,-121.8305522,police
37.3544199,-121.8356877,police
37.3230965,-121.9882737,police
37.3181705,-121.9107459,police
37.3231761,-121.9641972,police
37.3579051,-121.8938847,police
37.23039,-121.7660151,police
37.3713195,-121.9166775,police
37.318568,-121.9419012,police
37.3429979,-121.827729,police
37.3090156,-121.8875939,police
37.30366679999999,-121.9391394,police
37.2940293,-121.8859482,police
37.3509825,-121.8268977,police
37.38416110000001,-121.8484752,police
37.2506995,-121.875747,police
37.35464169999999,-121.8153297,police
37.4259863,-121.9748128,police
37.4086101,-121.8517758,police
37.2575523,-121.8998803,police
37.2258316,-121.8907666,police
37.2725611,-121.9329571,police
37.3523955,-121.8689347,police
37.2484486,-121.8174736,police
37.3237385,-121.8698369,police
37.2515749,-121.8145878,police
37.3458561,-121.8240097,police
37.2515749,-121.8145878,police
37.3493574,-121.849213,police
37.3332464,-121.8915069,police
37.3353468,-121.841171,police
37.2546018,-121.8663086,police
37.3913166,-121.8653118,police
37.3076946,-121.8014434,police
37.33874,-121.8852525,police
37.3708758,-121.9156123,police
37.3561899,-121.8191132,police
37.2836174,-121.8658003,police
37.34027270000001,-121.8767459,police
37.2985832,-121.8010991,police
37.3335009,-121.9403601,police
37.2460265,-121.803878,police
37.2977498,-121.8375497,police
37.3492557,-121.8819808,police
37.2925666,-121.8376724,police
37.3226336,-121.8094561,police
37.3326476,-121.8536595,police
37.33874,-121.8852525,police
37.3402014,-121.8338746,police
37.3634738,-121.9103982,police
37.2440951,-121.8931589,police
37.2946705,-121.8525282,police
37.2757982,-121.849253,police
37.2893227,-121.8813394,police
37.3094937,-121.8484682,police
37.3474771,-121.8459566,police
37.33874,-121.8852525,police
37.3658007,-121.8280016,police
37.3362813,-121.8984591,police
37.3255583,-121.8333168,police
37.2779562,-121.835084,police
37.3596529,-121.9092111,police
37.3296764,-121.8470629,police
37.2604347,-121.8894544,police
37.3511037,-121.8590179,police
37.3269988,-121.9309507,police
37.3079395,-121.84754,police
37.3525873,-121.8243465,police
37.2508801,-121.9172611,police
37.3485845,-121.8150438,police
37.29248570000001,-121.8894933,police
37.2411078,-121.8078505,police
37.32245229999999,-121.825999,police
37.2724914,-121.8289094,police
37.34847,-121.9233974,police
37.3551902,-121.9046598,police
37.3505962,-121.797052,police
37.3953828,-121.8254104,police
37.3079395,-121.84754,police
37.2840032,-121.82692,police
37.3509579,-121.8266793,police
37.3686558,-121.9281106,police
37.3257641,-121.8292573,police
37.2944339,-121.9134841,police
37.3314572,-121.9254096,police
37.3708758,-121.9156123,police
37.3354705,-121.8920764,police
37.3514936,-121.8261463,police
37.3256289,-121.8139115,police
37.3320003,-121.8887596,police
37.328229,-121.841765,police
37.2534734,-121.8754995,police
37.3252075,-121.8709398,police
37.2966159,-121.8388063,police
37.3708758,-121.9156123,police
37.3401197,-121.8197734,police
37.3141621,-121.9081763,police
37.2363067,-121.8730447,police
37.332674,-121.8124877,police
37.2534734,-121.8754995,police
37.3036065,-121.8610849,police
37.3193591,-121.8752592,police
37.3038445,-121.9225552,police
37.2302529,-121.8275959,police
37.3271524,-121.8709585,police
37.337604,-121.9475758,police
37.3470589,-121.8327162,police
37.3470589,-121.8327162,police
37.3130905,-121.9769201,police
37.2910171,-121.8460683,police
37.2766441,-121.8349618,police
37.33874,-121.8852525,police
37.3234144,-121.9356948,police
37.2984795,-121.9480798,police
37.3647187,-121.8495355,police
37.2751829,-121.836318,police
37.3621334,-121.8970412,police
37.3686558,-121.9281106,police
37.3593059,-121.8126253,police
37.3221223,-121.9059465,police
37.33874,-121.8852525,police
37.3675549,-121.8465983,police
37.3675549,-121.8465983,police
37.3675549,-121.8465983,police
37.2999462,-121.9827406,police
37.3226336,-121.8094561,police
37.3173675,-121.8187263,police
37.3507737,-121.8079647,police
37.3173675,-121.8187263,police
37.3866998,-121.9040089,police
37.266035,-121.8365709,police
37.1839374,-121.7057861,police
37.2534734,-121.8754995,police
37.2396864,-121.8543153,police
37.2697355,-121.9095107,police
37.2363654,-121.903933,police
37.3717689,-121.8805241,police
37.33125649999999,-121.9117177,police
37.3208103,-121.9698183,police
37.3263891,-121.9464068,police
37.3231376,-121.9700468,police
37.3713195,-121.9166775,police
37.3115604,-121.8079529,police
37.3719665,-121.8342861,police
37.2458829,-121.8236426,police
37.323264,-121.9623086,police
37.2936645,-122.0189259,police
37.36154,-121.9052327,police
37.3191,-121.876028,police
37.3508223,-121.8714902,police
37.3415578,-121.891739,police
37.38780010000001,-121.8385293,police
37.2644717,-121.9251056,police
37.3708758,-121.9156123,police
37.374,-121.8339211,police
37.3328839,-121.8525472,police
37.3266128,-121.8762177,police
37.3469583,-121.8288964,police
37.2515988,-121.8426628,police
37.3945093,-121.8869993,police
37.2588831,-121.8257262,police
37.3309199,-121.8448421,police
37.3293716,-121.8906066,police
37.3260196,-121.7878095,police
37.3260196,-121.7878095,police
37.3533599,-121.8116177,police
37.3708758,-121.9156123,police
37.34027270000001,-121.8767459,police
37.323467,-121.8508866,police
37.3509069,-121.8284669,police
37.324722,-121.8488412,police
37.3412729,-121.8403212,police
